frame_idx,timestamp,state,is_lost,is_keyframe,x,y,z,q_x,q_y,q_z,q_w
0,0.0,2,False,False,-0.20279731674686838,-0.09605090827990115,0.1950499219704188,0.8798599042885598,-0.010424357394771655,-0.008062073578641029,-0.4750504021341789
1,0.016683,2,False,False,-0.21241824340757123,-0.10072469668245018,0.19164241970230358,0.8797340401336952,-0.01127988135770147,-0.008381908892195623,-0.4752583786846108
2,0.033367,2,False,False,-0.21256684708866275,-0.10058062799524267,0.19171365258737127,0.8795894103125319,-0.011397961602521132,-0.008849510718114278,-0.47551471259826406
3,0.05005,2,False,False,-0.2045632998066341,-0.09630938659804589,0.19433426362792425,0.8795786759794794,-0.010685498726323208,-0.009688552090671645,-0.4755347567082161
4,0.066733,2,False,False,-0.2046149201757148,-0.09633263456742833,0.1942053087519726,0.8797332892630692,-0.010579066258619521,-0.009822823228821302,-0.4752482880172131
5,0.083417,2,False,False,-0.20453351865744873,-0.09637750705202389,0.1940865725464457,0.8799172920177118,-0.010262699262758334,-0.009617656493046632,-0.47491866345263867
6,0.1001,2,False,False,-0.20460289246646787,-0.09643941405079534,0.19413630664007234,0.8799859452936918,-0.009866984385590518,-0.0094747246037893,-0.474802704603064
7,0.116783,2,False,False,-0.20473772692473668,-0.09638441860851155,0.19435743719144782,0.8798959322102319,-0.009494618023689777,-0.009443131294939067,-0.4749777131401197
8,0.133467,2,False,False,-0.20467125906910358,-0.09620308973007863,0.19465307998512404,0.8797609016775246,-0.009433978701351162,-0.009324766353227532,-0.4752313170003309
9,0.15015,2,False,False,-0.20447525256934757,-0.09616678545486329,0.1948547516176601,0.8796716294764421,-0.009338684137282009,-0.00913414922078722,-0.4754021251433966
10,0.166833,2,False,False,-0.20460017874719647,-0.0961698879331434,0.19505429591674747,0.8795989306788735,-0.008997499369464148,-0.008957923990352855,-0.47554655056204725
11,0.183517,2,False,False,-0.206361442786747,-0.09739048496046498,0.19422341248082475,0.8796864058558053,-0.008961058931215368,-0.009098017460954023,-0.4753827435378854
12,0.2002,2,False,False,-0.20633218544875934,-0.09703886166934211,0.19469752749391409,0.8795424692487849,-0.008723856135788624,-0.008963794396895737,-0.4756559570865087
13,0.216883,2,False,False,-0.20644858797851814,-0.09708280144493292,0.1950310019032153,0.8793864099959616,-0.008470435935346606,-0.008664065386394732,-0.47595454362833856
14,0.233567,2,False,False,-0.2064749049398017,-0.09711851796671903,0.19523718315192248,0.8792598294826968,-0.008206385282017616,-0.00817965026386425,-0.47620153382808744
15,0.25025,2,False,False,-0.20466606759382078,-0.09683912410922557,0.19552279932073477,0.879112844758575,-0.007925530692965222,-0.007768463432872442,-0.47648446262140864
16,0.266933,2,False,False,-0.2048564260902515,-0.09670542638975482,0.1959125968840737,0.8788499948065037,-0.007663783637577308,-0.007389957944251817,-0.4769793932347047
17,0.283617,2,False,False,-0.2050944661819193,-0.09628170051487422,0.19607805618496937,0.8785213474078567,-0.007632504644202759,-0.006917093898883469,-0.4775920234190834
18,0.3003,2,False,False,-0.20509460283434422,-0.09611166110039482,0.1962583344178863,0.8782901210720616,-0.00777250861869135,-0.00654273503824504,-0.4780201292364317
19,0.316983,2,False,False,-0.20555233620566893,-0.09554474705854718,0.19560909263093842,0.8779969501269784,-0.007839975593841612,-0.006465066261514858,-0.4785583488652627
20,0.333667,2,False,False,-0.20876607383753856,-0.09749564098233751,0.19794802658622593,0.8780352524507011,-0.007954773038372168,-0.0059079190852158545,-0.4784933787753223
21,0.35035,2,False,False,-0.20903441231928147,-0.09787985432689544,0.19806616297971594,0.8776736593310939,-0.007748860820707054,-0.005418877678322593,-0.47916546060526494
22,0.367033,2,False,False,-0.20918131892568,-0.09820442701010204,0.19829354614875283,0.8772773616848789,-0.007434569930334841,-0.004731851495670754,-0.47990287290929173
23,0.383717,2,False,False,-0.20926832320053484,-0.09851348677823199,0.19850526931073878,0.8769660222393616,-0.007371672109207206,-0.003849647722130319,-0.48048042051721646
24,0.4004,2,False,False,-0.20959475699239494,-0.0985695128942421,0.1986187355906703,0.876680738867993,-0.007485363087161288,-0.003580778417511809,-0.4810010701269257
25,0.417083,2,False,False,-0.20699511388202285,-0.09691255959798578,0.1964940894808988,0.8761867534033098,-0.007401920883704384,-0.0038367706621739114,-0.4818996409198547
26,0.433767,2,False,False,-0.20706939586985232,-0.09679165471309378,0.19653971025912154,0.8760137303780889,-0.007921039703347283,-0.0039770336106225756,-0.48220471225688283
27,0.45045,2,False,False,-0.20691983111326648,-0.09664853218198072,0.1964316450125751,0.8761386260860264,-0.008864238623650211,-0.004177148427625215,-0.4819596296213268
28,0.467133,2,False,False,-0.2066722790501975,-0.09648909277825868,0.19611086789212634,0.8765256877051445,-0.010056459962415836,-0.004545536032956091,-0.4812285574529228
29,0.483817,2,False,False,-0.20640505638212883,-0.09621130530289068,0.195877856278756,0.8769401306004211,-0.011519657224587658,-0.005337504610361091,-0.48043190556464815
30,0.5005,2,False,False,-0.20715448564092812,-0.09642150574085256,0.19618018924516473,0.8774315667876978,-0.012827065387993606,-0.006144599291649685,-0.4794909341140484
31,0.517183,2,False,False,-0.20582046404049234,-0.09564003219349504,0.19700564438792714,0.8778937994921131,-0.013443979259306635,-0.007346208570989954,-0.47861024796237733
32,0.533867,2,False,False,-0.20537547363804776,-0.09558382757632655,0.19707270247627517,0.8781206242301268,-0.013873497876281496,-0.00828525073784777,-0.4781663413275554
33,0.55055,2,False,False,-0.20504616078344487,-0.0957378740086918,0.1969663986778726,0.878351539422498,-0.013995309176362042,-0.008865399944513885,-0.4777280703486133
34,0.567233,2,False,False,-0.20490436544335275,-0.09573394368852986,0.1971522206455944,0.878466830162745,-0.013988521325973944,-0.009185417340345097,-0.4775101859470805
35,0.583917,2,False,False,-0.20484319664005013,-0.09567478601135246,0.19736120354887182,0.8783330546670833,-0.01389690720321388,-0.009259077763226667,-0.4777574599400307
36,0.6006,2,False,False,-0.20545219737258744,-0.09616706752119494,0.1966106372748236,0.878060941475081,-0.013835637074171077,-0.008804404332508876,-0.47826774997588517
37,0.617283,2,False,False,-0.20446770602400777,-0.09581570034048845,0.19713741103791352,0.8782602574161111,-0.013680633810573384,-0.00832238670405795,-0.4779147396570597
38,0.633967,2,False,False,-0.20445144149938874,-0.09592825286546042,0.19687070640008258,0.8785387977399705,-0.013496088395245364,-0.007789515824034998,-0.4774167570444739
39,0.65065,2,False,False,-0.20537993707862975,-0.09654567896003685,0.19593966745369434,0.8786282822208187,-0.013502015170225656,-0.007622084119558841,-0.4772545873029518
40,0.667333,2,False,False,-0.20551071397126858,-0.09662945613563831,0.19585546297119183,0.8787348665648115,-0.013682356277541977,-0.008117356698499117,-0.4770450040931638
41,0.684017,2,False,False,-0.20558213574256443,-0.09667658470546855,0.19590408146388952,0.878767520115908,-0.014014702261516914,-0.008879494288189268,-0.4769616214026496
42,0.7007,2,False,False,-0.206542351209707,-0.0968494806421488,0.19800486346431753,0.8793198895764821,-0.014572334991541496,-0.009474286725681335,-0.47591429558181725
43,0.717383,2,False,False,-0.20632730397029778,-0.09673898989152513,0.19777645771683364,0.8797289570358836,-0.014742558955678805,-0.010250978715136869,-0.4751363346907669
44,0.734067,2,False,False,-0.20628879551499454,-0.09672332499084454,0.19794986412229104,0.8801788199142186,-0.014661934664045187,-0.01097701542270191,-0.47428870720135274
45,0.75075,2,False,False,-0.20471503758777412,-0.09574115875037034,0.19477374721091603,0.8799786010948989,-0.013970037613358842,-0.011876805496831363,-0.4746592895491845
46,0.767433,2,False,False,-0.20616693973366135,-0.09664016507903095,0.19843023890276712,0.8801436495222593,-0.013547320992311901,-0.012442014868306251,-0.4743509487347807
47,0.784117,2,False,False,-0.20604352749416538,-0.09677658188504007,0.19867248688029665,0.8799353620049897,-0.012865923952793464,-0.012787476024091282,-0.4747469927771233
48,0.8008,2,False,False,-0.20465100517096305,-0.09635566707564563,0.19553881474761267,0.8796063261558733,-0.01164331961650419,-0.012816839252495847,-0.47538707673479197
49,0.817483,2,False,False,-0.2048412971072522,-0.09697386374181488,0.19584462995436264,0.8795036811601833,-0.010195144954124703,-0.012506553869110485,-0.47561846048631257
50,0.834167,2,False,False,-0.2055784350583843,-0.09766131785410809,0.1964081509845694,0.8789919555770573,-0.008255081230071412,-0.012269593857776664,-0.4766072310941898
51,0.85085,2,False,False,-0.2063219345379709,-0.09827612620434759,0.19701439946588623,0.8780399164602525,-0.006185643193634955,-0.012257921340749007,-0.47839041199124993
52,0.867533,2,False,False,-0.2069946264116207,-0.09886221272275367,0.19736536717941905,0.8771223562150224,-0.004148712977947596,-0.012022581263281054,-0.4800985502458862
53,0.884217,2,False,False,-0.20786729368771487,-0.10039103571407115,0.19752614770282223,0.8766189323251945,-0.002075488224964922,-0.011653634657314902,-0.48103963728256105
54,0.9009,2,False,False,-0.2084845118017128,-0.10133883930691048,0.19812140419071533,0.8762397534650361,-5.9609922717111036e-05,-0.01104934098291491,-0.48174869274138465
55,0.917583,2,False,False,-0.20864697125106707,-0.10076001030645337,0.19824789446156862,0.8757741406482786,0.001951136272044056,-0.010907199760246698,-0.482593908615108
56,0.934267,2,False,False,-0.20937520096375864,-0.10155748791716804,0.19865556233748827,0.8755232842016382,0.003368875218763127,-0.011374407232548182,-0.4830302809976265
